,회사명,corp_eng_name,종목코드
25061,코리아퍼시픽02호선박투자회사,"Korea Pacific No.02 Ship Investment Co.,Ltd.",90980
25090,신양오라컴디스플레이,"SHINYANG AURACOM DISPLAY Co.,Ltd.",86830
25326,미래에셋증권,"MIRAE ASSET SECURITIES CO.,LTD",37620
25479,이룸지엔지,"EROOM G&G CO.,LTD.",50640
25603,에스와이이노베이션,"SY Innovation Co., Ltd.",194860
25633,코리아퍼시픽03호선박투자회사,"Korea Pacific No.03 Ship Investment Co.,Ltd.",90990
25634,코리아퍼시픽04호선박투자회사,"Korea Pacific No.04 Ship Investment Co.,Ltd.",91000
25646,유아이에너지,UI Energy Corporation,50050
25668,아시아퍼시픽14호선박투자회사,"ASIA PACIFIC NO. 14 SHIP INVESTMENT CO.,LTD",83610
25798,아시아퍼시픽13호선박투자회사,"ASIA PACIFIC NO. 13 SHIP INVESTMENT CO.,LTD",83600
25799,아시아퍼시픽10호선박투자회사,"ASIA PACIFIC NO. 10 SHIP INVESTMENT CO.,LTD",83570
25800,현대에이블기업인수목적1호,Hyundai Able 1st Special Purpose Acquisition Company,204760
25801,아시아퍼시픽11호선박투자회사,"ASIA PACIFIC NO. 11 SHIP INVESTMENT CO.,LTD",83580
25802,아시아퍼시픽12호선박투자회사,"ASIA PACIFIC NO. 12 SHIP INVESTMENT CO.,LTD",83590
25815,호반산업,"HOBAN INDUSTRIAL CO.,LTD.",4320
25866,실리콘화일,SiliconFileTechnologiesInc.,82930
25983,비엔씨컴퍼니,"BNC COMPANY CO.,LTD.",58370
26054,동북아11호선박투자회사,DONGBUKA NO.11 SHIP INVESTMENT CO.,83360
26055,동북아14호선박투자회사,DONGBUKA NO.14 SHIP INVESTMENT CO.,83390
26107,디아이디,D.IDCorporation,74130
26167,부산방직공업,BusanTextile,25270
26175,현대에이치씨엔동작방송,"HCN DONGFAK Sysems Co., Ltd",34750
26290,플렉스컴,FLEXCOM INC.,65270
26368,웹솔루스,"WEBSOLUS CO.,LTD.",160350
26511,마이스코,mysco,88700
26676,솔트웍스,"Soltworks Co., Ltd.",222520
26683,현대페인트,"Hyundai Paint co.,LTD",11720
26695,한진해운,"HANJIN SHIPPING CO., LTD.",117930
26705,글라소울,"Glassoul Co.,Ltd",45050
26717,팬택자산관리,PANTECH PROPERTY MANAGEMENT INC.,25930
26785,케이엔씨글로벌,"K&C Global Co., Ltd",68150
26845,아이디에스,"InternationalDisplaySolutionsCo.,Ltd.",78780
26866,훈영,"Hoonyoung CO.,LTD.",17170
26904,한솔아트원제지,"Hansol Artone Paper Co., Ltd.",7190
26957,엠제이비,"MJB CO., Ltd.",74150
27157,바다로3호선박투자회사,Badaro No.3 Ship Investment Company,92630
27320,아이팩토리,"i-factory Co.,Ltd",53810
27516,거북선5호선박투자회사,Turtleship No.5 Ship Investment Company,114130
27517,거북선6호선박투자회사,Turtleship No. 6 Ship Investment Company,114140
27614,삼성물산,Samsung C&T Corporation,830
27630,피엘에이,"PLA Co., Ltd.",82390
27842,닉스테크,"NICSTECH CO., LTD",63840
28141,아시아퍼시픽9호선박투자회사,"ASIA PACIFIC NO. 9 SHIP INVESTMENT CO.,LTD",81940
28200,거북선4호선박투자회사,Turtleship No.4 Ship Investment Company,108890
28209,중앙건설,"JOONGANG CONSTRUCTION CO., LTD.",15110
28230,미래에셋새천년코리아벤처펀드일호,MIRAEASSETNEWMILLENNIUMKOREAVENTURE FUND1,42950
28295,하나은행,Hana Bank,2860
28324,에이스하이텍,"Ace Hightech Co., Ltd.",71930
28409,태창파로스,"TAECHANG PHAROS.,Ltd.",39850
28458,평산차업집단유한공사,PING SHAN TEA GROUP LIMITED,950010
28473,스탠다드펌,"Standard Firm Co., Ltd.",179280
28501,벽산건설,"BYUCKSAN ENGINEERING & CONSTRUCTION CO.,LTD",2530
28504,NH농협증권,"NH INVESTMENT&SECURITIES CO., LTD",16420
28505,아시아퍼시픽4호선박투자회사,"ASIA PACIFIC NO.4 SHIP INVESTMENT CO.,LTD.",81210
28686,한화화인케미칼,"HANWHA FINE CHEMICAL CO., LTD.",25850
28747,정다운,"JUNGDAWN Co.,Ltd.",224090
28911,지오엠씨,"GEOMC CO., LTD.",33030
29013,에듀패스,EDU-PASS INC.,31950
29024,아이디에이치,"IDH CO., LTD.",26230
29052,거북선7호선박투자회사,Turtleship No. 7 Ship Investment Company,134000
29140,서울상호저축은행,Seoul Mutual Savings Bank,16560
29193,와이즈파워,"WISEPOWER CO.,LTD",40670
29272,코크렙제15호기업구조조정부동산투자회사,KOCREF15CR-REIT,121550
29452,티브로드한빛방송,"TBROAD HANVIT BROADCASTING CO., LTD.",43890
29481,거북선3호선박투자회사,Turtleship No.3 Ship Investment Company,102000
29484,동성하이켐,"DONGSUNG HIGHCHEM CO., LTD",13450
29529,클루넷,"CLUNET CO.,LTD",67130
29693,코리아퍼시픽07호선박투자회사,"Korea Pacific No.07 Ship Investment Co., Ltd.",99210
29727,씨유전자,"CU ELECTRONICS CO., LTD.",56340
29807,삼목강업,"SAMMOK KANG UP CO.,LTD.",158380
29880,에스비엠,"SBM CO.,LTD.",37630
29934,솔빛미디어,"Solvit Media, Inc",44440
29957,에프지엔개발전문자기관리부동산투자회사,"FGN Real Estate Development Investment Trust co.,Ltd.",119250
29970,판타지오,"Fantagio Co., LTD",187770
30007,현대하이스코,HYUNDAI HYSCO,10520
30041,거북선1호선박투자회사,Turtleship No.1 Ship Investment Company,92970
30082,코아에스앤아이,"Core S&I Co., Ltd",52350
30161,자원메디칼,"JAWON MEDICAL CO., LTD.",181980
30171,삼우이엠씨,SamwooEMC,26250
30186,어울림정보기술,"Oullim Information Technology, Inc",38320
30264,티브로드도봉강북방송,"Tbroad DobongGangbuk Broadcasting Co.,Ltd.",35210
30423,티이씨앤코,"TEC&Co Co.,Ltd",8900
30530,화인자산관리,Fine Asset Management Corporation,10460
30813,로케트전기,"ROCKET ELECTRIC CO.,LTD",420
30829,신일건업,"SHINIL ENGINEERING CO.,LTD",14350
31048,제일모직,CHEIL INDUSTRIES INC,1300
31061,퓨얼셀파워,"Fuelcellpower Co.,Ltd.",139170
31099,아루히,ARUHI Corporation,950100
31200,지티앤티,"GT&T CO., LTD.",53870
31237,모아에스앤에스,"MOASNS Co., Ltd.",52880
31245,어울림엘시스,Oullim Elses Inc.,33280
31475,이코리아자기관리부동산투자회사,"e-Corea Real Estate Investment Trusts Co., Ltd",138440
31496,SK,"SK Holdings Co., Ltd.",3600
31543,에이치앤아이,"H&I.,LTD",103650
31565,디에스,"DS CO., LTD",51710
31624,유니드코리아,"uNeedkorea Co.,Ltd",110500
31670,아이레보,iREVO Inc.,72430
31714,포스코티엠씨,"POSCO TMC CO., LTD.",10150
31806,거북선2호선박투자회사,Turtleship No.2 Ship Investment Company,101380
31879,아시아퍼시픽5호선박투자회사,"ASIA PACIFIC NO.5 SHIP INVESTMENT CO.,LTD.",82240
31880,아시아퍼시픽7호선박투자회사,"ASIA PACIFIC NO. 7 SHIP INVESTMENT CO.,LTD",82260
31881,아시아퍼시픽6호선박투자회사,"ASIA PACIFIC NO.6 SHIP INVESTMENT CO.,LTD.",82250
32057,에스케이제1호기업인수목적,SK No.1 Special Purpose Acquisition Company,207930
32064,대우기업인수목적3호,"DAEWOO SPECIAL PURPOSE ACQUISITION 3 CO., LTD.",215580
32080,엔에이치에스엘기업인수목적,"NH SL SPECIAL PURPOSE ACQUISITION CO., LTD.",207720
32274,케이티비기업인수목적1호,"KTB SPECIAL PURPOSE ACQUISITION COMPANY 1 CO., LTD",204650
32283,미래에셋제3호기업인수목적,"MIRAEASSET No.3 SPAC CO.,LTD.",215750
32308,넥솔론,Nexolon Company Limited.,110570
32315,디피앤케이,"Design Power & Korea Co., Ltd.",189700
32358,비앤에스미디어,"B&S MEDIA CO., LTD",156170
32392,세화피앤씨,SEWHA P&C INC.,85980
32427,에스지에이시스템즈,"SGA SYSTEMS Co., Ltd.",232290
32692,웨이포트유한공사,"WAYPORT(H.K.) CO., LIMITED",900130
32693,아스팩오일,"ASPACOIL Co.,Ltd",232360
32708,하이골드오션2호선박투자회사,"HI GOLD OCEAN NO.2 SHIP INVESTMENT CO., LTD.",139200
32735,골든브릿지제2호기업인수목적,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD",206660
32804,대성합동지주,"DAESUNG GROUP PARTNERS CO.,LTD.",5620
32821,중국원양자원유한공사,"CHINA OCEAN RESOURCES CO.,LTD.",900050
32842,아시아퍼시픽15호선박투자회사,"ASIA PACIFIC NO. 15 SHIP INVESTMENT CO.,LTD",83620
32843,하나머스트3호기업인수목적,Hana Must Third Special Purpose Acquisition Company,208870
32867,신성에프에이,"SHINSUNG FA CO., LTD.",104120
32954,신성이엔지,"SHINSUNG ENG CO., LTD.",104110
33096,한진피앤씨,"Hanjin P&C CO., LTD",61460
33223,나이코,"NYCO CO.,LTD.",192240
33635,대우기업인수목적2호,"DAEWOO SPECIAL PURPOSE ACQUISITION 2 CO., LTD.",204440
33748,에스에스컴텍,"SS COMTECH Co., Ltd.",36500
33868,동북아10호선박투자회사,DONGBUKA NO.10 SHIP INVESTMENT CO.,83350
34023,골든브릿지제3호기업인수목적,"Goldenbridge No.3 Special Purpose Acquisition Co., LTD.",219580
34087,제이앤유글로벌,JNU GLOBAL INCORPORATION.,86200
34126,케이비제8호기업인수목적,KB No.8 Special Purpose Acquistion Company,222390
34451,패션플랫폼,"Fashion Platform Co.,Ltd.",256090
34618,키움제3호기업인수목적,Kiwoom No.3 Special Purpose Aquisition Company,218710
34717,유진기업인수목적3호,"EUGENE SPECIAL PURPOSE ACQUISITION 3 CO., LTD.",221200
34738,한화에이스기업인수목적2호,"Hanwha Ace Special Purpose Acquisition 2nd Co., LTD.",219860
34748,엔에이치기업인수목적7호,"NH SPECIAL PURPOSE ACQUISITION 7 CO., LTD.",217810
34784,교보5호기업인수목적,Kyobo 5 Special Purpose Acquisition Company,223040
34785,케이비드림투게더제3호기업인수목적,"KB Dream Together 3rd Special Purpose Acquisition Co., LTD.",221950
34843,유안타제2호기업인수목적,"Yuanta 2 SPECIAL PURPOSE ACQUISITION CO.,LTD.",219960
34895,에스엠로보틱스,SMROBOTICS Inc.,252940
34959,시냅스엠,SCENAPPSM inc.,246830
35824,동부제4호기업인수목적,"Dongbu 4th Special Purpose Acquisition Co.,Ltd.",230490
35885,태경피엔에스,"TAEKYUNG PNS CO.,LTD",235090
35926,카카오엠,Kakao M Corp.,16170
35938,썬코어,"Suncore, Inc.",51170
35942,케이엠제약,"KM PHARMACY CO.,LTD.",237720
35943,키움제4호기업인수목적,Kiwoom No.4 Special Purpose Acquisition Company,226850
36030,도레이케미칼,Toray Chemical Korea Inc.,8000
36064,디와이엘엔제이,"DYLNJ Co., Ltd",207230
36090,엔에스브이,NSV CORPORATION,95300
36119,심팩메탈,"SIMPAC METAL Co., Ltd.",90730
36144,씨제이이앤엠,CJ E&M Corporation,130960
36177,이베스트기업인수목적3호,EBEST SPECIAL PURPOSE ACQUISITION 3 COMPANY,225440
36201,완리인터내셔널홀딩스,WANLI INTERNATIONAL HOLDINGS LIMITED,900180
36275,하림홀딩스,"HARIM HOLDINGS CO.,LTD.",24660
36411,대덕GDS,"DAEDUCK GDS CO.,LTD",4130
36471,위너지스,"WINERGYS Co., Ltd",26260
36475,스틸플라워,"STEEL FLOWER CO.,LTD",87220
36673,GRT,Great Rich Technologies Limited,900290
36685,트레이스,"TRAIS Co., Ltd.",52290
36986,케이비제9호기업인수목적,KB No.9 Special Purpose Acquisition Company,232270
36987,하이에이아이1호기업인수목적,HI AI 1ST Special Purpose Acquisition Company,235010
37160,넥스콘테크놀러지,"NEXCON TECHNOLOGY Co., LTD",38990
37263,덴소코리아,DENSOKOREAAUTOMOTIVECORPORATION,47060
37621,프렉코,"PREXCO CO., LTD.",82220
37672,차이나하오란리사이클링유한공사,"China Hao Ran Recycling Co., Ltd.",900090
38145,원익테라세미콘,"WONIK TERA SEMICON CO.,LTD.",123100
38659,나무기술,"NAMU TECH CO., LTD.",167380
38994,한국제4호기업인수목적,"Korea No.4 Special Purpose Acquisition Co., LTD.",240540
39007,씨그널엔터테인먼트그룹,Signal Entertainment Group Corp.,99830
39285,극동자동화,Kukdong Automation,272420
39463,세원화성,"SEWON CHEMICAL CO.,LTD",7910
39638,맵스리얼티1,MIRAEASSETMAPS ASIA PACIFIC REAL ESTATE 1 INVESTMENT COMPANY,94800
40051,세왕,"SEUNGHWA  CO., LTD.",111610
40139,에스와이제이,"SYJ Co., Ltd.",251540
40164,피엠디아카데미,PMD ACADEMY CORP.,144740
40547,본느,"Bonne Co., Ltd.",242420
40966,트러스와이제7호위탁관리부동산투자회사,"TRUS Y 7 REIT CO., Ltd.",140890
41262,중앙바이오텍,"CHOONG ANG BIOTECH CO.,LTD",15170
41490,보진재,Pochinchai,30950
41878,로스웰,"ROTHWELL INTERNATIONAL CO., LIMITED",900260
41993,제이에스피브이,"JSPV Co.,Ltd.",250300
42088,자비스,"XAVIS CO., Ltd.",230400
42200,미래에셋대우기업인수목적1호,"MIRAE ASSET DAEWOO SPECIAL  PURPOSE ACQUISITION 1 CO., LTD.",265480
42243,세종머티리얼즈,"Sejong Materials Co., Ltd.",135270
42251,신한제3호기업인수목적,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",257730
42314,줌인터넷,ZUM internet Corp.,229480
42333,한국비엔씨,BNC Korea Co. Ltd,226610
42362,인프라웨어테크놀러지,"INFRAWARE TECHNOLOGY, INC",247300
42363,한화에이스기업인수목적3호,"Hanwha Ace Special Purpose Acquisition 3rd Co., LTD.",264290
42404,씨앤케이인터내셔널,"CNK INTERNATIONAL CO., LTD",39530
42543,아이엘사이언스,"IL SCIENCE CO.,LTD.",122050
42741,포인트엔지니어링,"POINT ENGINEERING Co.,Ltd.",176560
42813,한컴지엠디,Hancom GMD Inc.,77280
43085,아이이,IE Limited,23430
43318,에스티씨라이프,"STC LIFE Co.,Ltd.",26220
43460,한화수성기업인수목적,"Hanwha Susung Special Purpose Acquisition CO,.LTD",265920
43483,현대정보기술,"Hyundai Information Technology Co.,Ltd",26180
43543,에스케이제3호기업인수목적,"SK NO.3 SPECIAL PURPOSE ACQUISITION CO., LTD.",232330
43660,영현무역,"YOUNG HYUN TRADING Co.,Ltd.",242850
43958,대신밸런스제4호기업인수목적,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",262830
44565,썬테크놀로지스,"Sun Technologies Co., LTD",122800
44784,동양텔레콤,"DONGYANG TELECOM CO., LTD",7150
45082,유쎌,YOUCEL Inc,252370
45120,소프트캠프,"SOFTCAMP CO., LTD",210610
45264,알로이스,ALOYS Inc.,271400
45537,에임하이글로벌,Aimhigh Global Corp.,43580
45547,한국제5호기업인수목적,"Korea No.5 Special Purpose Acquisition Company Co., LTD.",271740
45575,해피드림,"HappyDream Co., Ltd.",65180
45628,동북아13호선박투자회사,DONGBUKA NO.13 SHIP INVESTMENT CO.,83380
45713,디케이씨,"DKC Co., Ltd.",47440
45786,다린,"DARIN CO.,LTD.",204690
46485,하이골드오션8호국제선박투자회사,HI GOLD OCEAN KMARIN NO.8 SHIP INVESTMENT COMPANY,159650
46556,더스텔라,"De Stellar Co.,LTD",65310
46599,차이나그레이트스타인터내셔널리미티드,CHINA GREAT STAR INTERNATIONAL LIMITED,900040
46702,보루네오가구,"BORNEO INTERNATIONAL FURNITURE CO.,LTD",4740
46725,케미메디,KEMIMEDI Co.Ltd,205290
47002,씨티네트웍스,"ctnetworks Co., Ltd.",189540
47022,이푸른,"Egreen Co., LTD.",185280
47037,SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",950110
47194,미성포리테크,"MISUNGPOLYTECHCO.,LTD.",94700
47384,파인넥스,"PineNex Co., Ltd",123260
47714,고려개발,KOREA DEVELOPMENT CORPORATION,4200
47799,아이비케이에스제7호기업인수목적,IBKS No.7 Special Purpose Acquisition Company,276920
47916,엠에프엠코리아,"MFM KOREA Co., Ltd.",251960
47917,티에스트릴리온,"TS Trillion Co., Ltd.",284610
47956,드림티엔터테인먼트,"Dream T Entertainment Co., Ltd.",220110
48364,동북아12호선박투자회사,DONGBUKA NO.12 SHIP INVESTMENT CO.,83370
48417,맥쿼리인프라,Macquarie Korea Infrastructure Fund,88980
48451,인터파크,Interpark Corporation,108790
48544,신한제4호기업인수목적,"Shinhan 4th Special Purpose Acquisition CO.,LTD",277480
48700,크리스탈신소재,"China Crystal New Material Holdings Co.,  Ltd.",900250
48730,코리아오토글라스,KOREA AUTOGLASS CORPORATION,152330
48868,카이노스메드,"KAINOS MEDICINE, INC.",220250
49044,하나유비에스암바토비니켈해외자원개발2호,HANA UBS AMBATOVY NICKEL OVERSEAS 2,99350
49045,하나유비에스암바토비니켈해외자원개발1호,HANA UBS AMBATOVY NICKEL OVERSEAS 1,99340
49131,한국제7호기업인수목적,"Korea No.7 Special Purpose Acquisition Co., LTD.",291210
49416,에스마크,"SMARK CO.,LTD",30270
49478,글로앤웰,"Glonwell Co., Ltd.",35480
49527,한화에이스기업인수목적4호,"Hanwha Ace Special Purpose Acquisition 4th CO., Ltd.",279410
49565,한국제6호기업인수목적,"Korea No.6 Special Purpose Acquisition Co., LTD.",281410
49802,신텍,"SEEN TEC Co., Ltd",99660
49804,리드,LEED Corporation,197210
49890,위노바,"WINNOVA CO., Ltd.",39790
50359,이매진아시아,"IMAGINE ASIA Co.,Ltd.",36260
50770,한국아트라스비엑스,"HANKOOK ATLASBX CO.,LTD.",23890
50788,동성화학,"DONGSUNG CHEMICAL CO.,LTD",5190
50894,구스앤홈,"GOOSE & HOME Co., Ltd",329050
51463,엔에이치기업인수목적13호,"NH SPECIAL PURPOSE ACQUISITION 13 CO., LTD.",310840
51478,웅진에너지,"Woongjin Energy Co., Ltd ",103130
51516,홈센타홀딩스,"Home Center Holdings Co.,Ltd",60560
51523,우진,WOOJIN INC,105840
51596,에스앤씨엔진그룹리미티드,S&C Engine Group Limited,900080
51643,인화정공,"Inhwa Precision Co., Ltd.",101930
51656,대원산업,Daewonsanup,5710
51657,대동,DAEDONG CORPORATION,490
51683,일화모직공업,"ILHWA WOOL TEXTILE IND CO.,LTD",1590
51812,키움제5호기업인수목적,Kiwoom No.5 Special Purpose Acquisition Company,311270
51886,삼화콘덴서공업,"SAMWHA CAPACITOR CO.,LTD",1820
51936,유니온,UNION CORPORATION,910
51963,우진플라임,"WOOJIN PLAIMM CO.,LTD",49800
51974,라임,"LIME Co.,Ltd.",65160
52061,KNN,KOREA NEW NETWORK CORPORATION,58400
52143,삼보판지,"SAMBO CORRUGATED BOARD CO.,LTD.",23600
52144,대성파인텍,"Daesung Fine Tech. Co., Ltd",104040
52174,하이골드오션12호국제선박투자회사,HI GOLD OCEAN KMARIN NO.12 SHIP INVESTMENT COMPANY,172580
52184,서연이화,"SEOYON E-HWA CO.,LTD.",200880
52233,금빛,GeumVit Corp,45890
52255,대한방직,"TAIHAN TEXTILE CO.,LTD",1070
52260,갤럭시아에스엠,"Galaxia SM, INC.",11420
52282,대선조선,DaesunSipbuilding&Engineering,31990
52307,러셀,"RUSSELL CO., LTD.",217500
52442,유디피,UDP Technology Ltd.,91270
52483,케이비제17호기업인수목적,KB No.17 Special Purpose Acquisition Company,317030
52490,하나머스트제6호기업인수목적,Hana Must Sixth Special Purpose Acquisition Company,307160
52514,컬러레이,"Coloray International Investment Co., Limited",900310
52518,다이노나,DiNonA Inc.,86080
52686,미래테크놀로지,"MIRAE TECHNOLOGY, CO., LTD.",213090
52809,SBS미디어홀딩스,SBS Media Holdings,101060
52835,특수건설,TuksuConstruction,26150
52870,오가닉티코스메틱,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,900300
52967,유수홀딩스,"EUSU HOLDINGS CO., LTD.",700
53104,코너스톤네트웍스,"Cornerstone Networks CO., LTD",33110
53322,지에스홈쇼핑,GS Home Shopping Inc.,28150
53327,세동,SAE DONG CO. LTD,53060
53343,에스지에이클라우드서비스,"SGA CloudService Co., Ltd.",224880
53368,성광벤드,"SUNG KWANG BEND CO., LTD.",14620
53410,이스트아시아홀딩스,East Asia Holdings Investment Limited,900110
53583,유안타제4호기업인수목적,"Yuanta 4 SPECIAL PURPOSE ACQUISITION Co., LTD.",313750
53584,한화에스비아이기업인수목적,"Hanwha Sbi Special Purpose Acquisition Co., Ltd.",317320
53590,대원전선,"DAWON CABLE CO.,LTD",6340
53654,이엘케이,ELKCorporation,94190
53681,다원시스,"DAWONSYS CO., LTD",68240
53719,에스에이티,"Solution Advanced Technology Co.,Ltd.",158300
53722,케이비제18호기업인수목적,KB No.18 Special Purpose Acquisition Company,323940
53751,태림포장,"Tailim Packaging Co., Ltd",11280
53764,지니언스,"GENIANS, INC.",263860
53790,보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",6910
53791,DSC인베스트먼트,DSC Investment Inc.,241520
53796,이베스트이안기업인수목적1호,Ebest Ian Special Purpose Aquisition 1 Company,323210
53918,극동유화,"KUKDONG OIL & CHEMICALS CO.,LTD",14530
53942,루트락,"RootLoc Co., Ltd.",253610
53991,그린기술투자,"Green Technology Investment Co.,Ltd.",25340
54042,에스케이에이씨피씨제4호기업인수목적,"SK ACPC NO.4 SPECIAL PURPOSE ACQUISITION CO., LTD.",307070
54049,오렌지라이프생명보험,"Orange Life Insurance,Ltd.",79440
54218,에스제이케이,"SJK CO.,LTD.",80440
54241,세코닉스,"SEKONIX CO., LTD.",53450
54467,티로보틱스,"T-Robotics co., Ltd.",117730
54472,넥스피안,NEXPIAN,79560
